date,open,high,low,close,change_pct
2008-04-17,129.15,129.15,129.15,129.15,0.0
2008-04-18,129.15,129.15,129.15,129.15,0.0
2008-04-21,121.65,121.65,121.65,121.65,-5.81
2008-04-22,121.65,121.65,121.65,121.65,0.0
2008-04-23,121.65,121.65,121.65,121.65,0.0
2008-04-24,121.65,121.65,121.65,121.65,0.0
2008-04-25,121.65,121.65,121.65,121.65,0.0
2008-04-28,121.65,121.65,121.65,121.65,0.0
2008-04-29,121.65,121.65,121.65,121.65,0.0
2008-04-30,121.65,121.65,121.65,121.65,0.0
2008-05-01,121.65,121.65,121.65,121.65,0.0
2008-05-02,121.65,121.65,121.65,121.65,0.0
2008-05-05,121.65,121.65,121.65,121.65,0.0
2008-05-06,121.65,121.65,121.65,121.65,0.0
2008-05-07,121.65,121.65,121.65,121.65,0.0
2008-05-08,121.65,121.65,121.65,121.65,0.0
2008-05-09,121.65,121.65,121.65,121.65,0.0
2008-05-12,121.65,121.65,121.65,121.65,0.0
2008-05-13,121.65,121.65,121.65,121.65,0.0
2008-05-14,121.65,121.65,121.65,121.65,0.0
2008-05-15,121.65,121.65,121.65,121.65,0.0
2008-05-16,121.65,121.65,121.65,121.65,0.0
2008-05-19,121.65,121.65,121.65,121.65,0.0
2008-05-20,121.65,121.65,121.65,121.65,0.0
2008-05-21,121.65,121.65,121.65,121.65,0.0
2008-05-22,121.65,121.65,121.65,121.65,0.0
2008-05-23,121.65,121.65,121.65,121.65,0.0
2008-05-26,121.65,121.65,121.65,121.65,0.0
2008-05-27,121.65,121.65,121.65,121.65,0.0
2008-05-28,121.65,121.65,121.65,121.65,0.0
2008-05-29,121.65,121.65,121.65,121.65,0.0
2008-05-30,121.65,121.65,121.65,121.65,0.0
2008-06-02,121.65,121.65,121.65,121.65,0.0
2008-06-03,121.65,121.65,121.65,121.65,0.0
2008-06-04,121.65,121.65,121.65,121.65,0.0
2008-06-05,121.65,121.65,121.65,121.65,0.0
2008-06-06,121.65,121.65,121.65,121.65,0.0
2008-06-09,121.65,121.65,121.65,121.65,0.0
2008-06-10,121.65,121.65,121.65,121.65,0.0
2008-06-11,121.65,121.65,121.65,121.65,0.0
2008-06-12,121.65,121.65,121.65,121.65,0.0
2008-06-13,121.65,121.65,121.65,121.65,0.0
2008-06-16,121.65,121.65,121.65,121.65,0.0
2008-06-17,121.65,121.65,121.65,121.65,0.0
2008-06-18,121.65,121.65,121.65,121.65,0.0
2008-06-19,121.65,121.65,121.65,121.65,0.0
2008-06-20,121.65,121.65,121.65,121.65,0.0
2008-06-23,121.65,121.65,121.65,121.65,0.0
2008-06-24,121.65,121.65,121.65,121.65,0.0
2008-06-25,121.65,121.65,121.65,121.65,0.0
2008-06-26,121.65,121.65,121.65,121.65,0.0
2008-06-27,121.65,121.65,121.65,121.65,0.0
2008-06-30,121.65,121.65,121.65,121.65,0.0
2008-07-01,121.65,121.65,121.65,121.65,0.0
2008-07-02,121.65,121.65,121.65,121.65,0.0
2008-07-03,121.65,121.65,121.65,121.65,0.0
2008-07-04,121.65,121.65,121.65,121.65,0.0
2008-07-07,121.65,121.65,121.65,121.65,0.0
2008-07-08,121.65,121.65,121.65,121.65,0.0
2008-07-09,121.65,121.65,121.65,121.65,0.0
2008-07-10,121.65,121.65,121.65,121.65,0.0
2008-07-11,121.65,121.65,121.65,121.65,0.0
2008-07-14,121.65,121.65,121.65,121.65,0.0
2008-07-15,121.65,121.65,121.65,121.65,0.0
2008-07-16,121.65,121.65,121.65,121.65,0.0
2008-07-17,121.65,121.65,121.65,121.65,0.0
2008-07-18,121.65,121.65,121.65,121.65,0.0
2008-07-21,121.65,121.65,121.65,121.65,0.0
2008-07-22,121.65,121.65,121.65,121.65,0.0
2008-07-23,121.65,121.65,121.65,121.65,0.0
2008-07-24,121.65,121.65,121.65,121.65,0.0
2008-07-25,121.65,121.65,121.65,121.65,0.0
2008-07-28,121.65,121.65,121.65,121.65,0.0
2008-07-29,121.65,121.65,121.65,121.65,0.0
2008-07-30,121.65,121.65,121.65,121.65,0.0
2008-07-31,121.65,121.65,121.65,121.65,0.0
2008-08-01,121.65,121.65,121.65,121.65,0.0
2008-08-04,121.65,121.65,121.65,121.65,0.0
2008-08-05,121.65,121.65,121.65,121.65,0.0
2008-08-06,121.65,121.65,121.65,121.65,0.0
2008-08-07,121.65,121.65,121.65,121.65,0.0
2008-08-08,121.65,121.65,121.65,121.65,0.0
2008-08-11,121.65,121.65,121.65,121.65,0.0
2008-08-12,121.65,121.65,121.65,121.65,0.0
2008-08-13,121.65,121.65,121.65,121.65,0.0
2008-08-14,121.65,121.65,121.65,121.65,0.0
2008-08-15,121.65,121.65,121.65,121.65,0.0
2008-08-18,121.65,121.65,121.65,121.65,0.0
2008-08-19,121.65,121.65,121.65,121.65,0.0
2008-08-20,121.65,121.65,121.65,121.65,0.0
2008-08-21,121.65,121.65,121.65,121.65,0.0
2008-08-22,121.65,121.65,121.65,121.65,0.0
2008-08-25,121.65,121.65,121.65,121.65,0.0
2008-08-26,121.65,121.65,121.65,121.65,0.0
2008-08-27,121.65,121.65,121.65,121.65,0.0
2008-08-28,121.65,121.65,121.65,121.65,0.0
2008-08-29,121.65,121.65,121.65,121.65,0.0
2008-09-01,121.65,121.65,121.65,121.65,0.0
2008-09-02,121.65,121.65,121.65,121.65,0.0
2008-09-03,121.65,121.65,121.65,121.65,0.0
2008-09-04,121.65,121.65,121.65,121.65,0.0
2008-09-05,121.65,121.65,121.65,121.65,0.0
2008-09-08,121.65,121.65,121.65,121.65,0.0
2008-09-09,121.65,121.65,121.65,121.65,0.0
2008-09-10,121.65,121.65,121.65,121.65,0.0
2008-09-11,121.65,121.65,121.65,121.65,0.0
2008-09-12,121.65,121.65,121.65,121.65,0.0
2008-09-15,121.65,121.65,121.65,121.65,0.0
2008-09-16,121.65,121.65,121.65,121.65,0.0
2008-09-17,121.65,121.65,121.65,121.65,0.0
2008-09-18,121.65,121.65,121.65,121.65,0.0
2008-09-19,121.65,121.65,121.65,121.65,0.0
2008-09-22,121.65,121.65,121.65,121.65,0.0
2008-09-23,121.65,121.65,121.65,121.65,0.0
2008-09-24,121.65,121.65,121.65,121.65,0.0
2008-09-25,159.07,159.07,159.07,159.07,30.76
2008-09-26,167.06,167.06,167.06,167.06,5.02
2008-09-29,180.13,180.13,180.13,180.13,7.82
2008-09-30,184.56,184.56,184.56,184.56,2.46
2008-10-01,178.06,178.06,178.06,178.06,-3.52
2008-10-02,204.06,204.06,204.06,204.06,14.6
2008-10-03,208.06,208.06,208.06,208.06,1.96
2008-10-06,240.56,240.56,240.56,240.56,15.62
2008-10-07,257.56,257.56,257.56,257.56,7.07
2008-10-08,335.13,335.13,335.13,335.13,30.12
2008-10-09,300.13,300.13,300.13,300.13,-10.44
2008-10-10,321.71,321.71,321.71,321.71,7.19
2008-10-13,321.71,321.71,321.71,321.71,0.0
2008-10-14,260.04,260.04,260.04,260.04,-19.17
2008-10-15,312.56,312.56,312.56,312.56,20.2
2008-10-16,323.06,323.06,323.06,323.06,3.36
2008-10-17,323.13,323.13,323.13,323.13,0.02
2008-10-20,328.56,328.56,328.56,328.56,1.68
2008-10-21,294.37,294.37,294.37,294.37,-10.41
2008-10-22,510.56,510.56,510.56,510.56,73.44
2008-10-23,592.81,592.81,592.81,592.81,16.11
2008-10-24,606.31,606.31,606.31,606.31,2.28
2008-10-27,567.81,567.81,567.81,567.81,-6.35
2008-10-28,496.31,496.31,496.31,496.31,-12.59
2008-10-29,402.31,402.31,402.31,402.31,-18.94
2008-10-30,346.81,346.81,346.81,346.81,-13.8
2008-10-31,334.87,334.87,334.87,334.87,-3.44
2008-11-03,323.87,323.87,323.87,323.87,-3.28
2008-11-04,279.81,279.81,279.81,279.81,-13.6
2008-11-05,305.81,305.81,305.81,305.81,9.29
2008-11-06,339.13,339.13,339.13,339.13,10.9
2008-11-07,316.31,316.31,316.31,316.31,-6.73
2008-11-10,290.31,290.31,290.31,290.31,-8.22
2008-11-11,290.31,290.31,290.31,290.31,0.0
2008-11-12,354.81,354.81,354.81,354.81,22.22
2008-11-13,367.81,367.81,367.81,367.81,3.66
2008-11-14,360.31,360.31,360.31,360.31,-2.04
2008-11-17,359.81,359.81,359.81,359.81,-0.14
2008-11-18,367.81,367.81,367.81,367.81,2.22
2008-11-19,411.31,411.31,411.31,411.31,11.83
2008-11-20,455.31,455.31,455.31,455.31,10.7
2008-11-21,430.31,430.31,430.31,430.31,-5.49
2008-11-24,374.81,374.81,374.81,374.81,-12.9
2008-11-25,342.81,342.81,342.81,342.81,-8.54
2008-11-26,335.31,335.31,335.31,335.31,-2.19
2008-11-27,335.31,335.31,335.31,335.31,0.0
2008-11-28,321.81,321.81,321.81,321.81,-4.03
2008-12-01,354.13,354.13,354.13,354.13,10.04
2008-12-02,349.81,349.81,349.81,349.81,-1.22
2008-12-03,369.06,369.06,369.06,369.06,5.5
2008-12-04,387.87,387.87,387.87,387.87,5.1
2008-12-05,406.87,406.87,406.87,406.87,4.9
2008-12-08,373.21,373.21,373.21,373.21,-8.27
2008-12-09,380.87,380.87,380.87,380.87,2.05
2008-12-10,372.87,372.87,372.87,372.87,-2.1
2008-12-11,370.21,370.21,370.21,370.21,-0.71
2008-12-12,382.21,382.21,382.21,382.21,3.24
2008-12-15,395.21,395.21,395.21,395.21,3.4
2008-12-16,363.54,363.54,363.54,363.54,-8.01
2008-12-17,330.21,330.21,330.21,330.21,-9.17
2008-12-18,319.21,319.21,319.21,319.21,-3.33
2008-12-19,303.87,303.87,303.87,303.87,-4.81
2008-12-22,302.56,302.56,302.56,302.56,-0.43
2008-12-23,307.56,307.56,307.56,307.56,1.65
2008-12-26,307.56,307.56,307.56,307.56,0.0
2008-12-29,305.06,305.06,305.06,305.06,-0.81
2008-12-30,305.06,305.06,305.06,305.06,0.0
2009-01-02,302.56,302.56,302.56,302.56,-0.82
2009-01-05,293.54,293.54,293.54,293.54,-2.98
2009-01-06,287.37,287.37,287.37,287.37,-2.1
2009-01-07,301.04,301.04,301.04,301.04,4.76
2009-01-08,306.37,306.37,306.37,306.37,1.77
2009-01-09,305.37,305.37,305.37,305.37,-0.33
2009-01-12,320.37,320.37,320.37,320.37,4.91
2009-01-13,320.71,320.71,320.71,320.71,0.11
2009-01-14,334.37,334.37,334.37,334.37,4.26
2009-01-15,341.37,341.37,341.37,341.37,2.09
2009-01-16,331.71,331.71,331.71,331.71,-2.83
2009-01-19,330.06,330.06,330.06,330.06,-0.5
2009-01-20,361.37,361.37,361.37,361.37,9.49
2009-01-21,352.04,352.04,352.04,352.04,-2.58
2009-01-22,356.37,356.37,356.37,356.37,1.23
2009-01-23,349.04,349.04,349.04,349.04,-2.06
2009-01-26,328.71,328.71,328.71,328.71,-5.82
2009-01-27,330.04,330.04,330.04,330.04,0.4
2009-01-28,323.71,323.71,323.71,323.71,-1.92
2009-01-29,332.37,332.37,332.37,332.37,2.68
2009-01-30,346.56,346.56,346.56,346.56,4.27
2009-02-02,351.37,351.37,351.37,351.37,1.39
2009-02-03,351.37,351.37,351.37,351.37,0.0
2009-02-04,366.04,366.04,366.04,366.04,4.18
2009-02-05,373.04,373.04,373.04,373.04,1.91
2009-02-06,356.71,356.71,356.71,356.71,-4.38
2009-02-09,349.04,349.04,349.04,349.04,-2.15
2009-02-10,363.04,363.04,363.04,363.04,4.01
2009-02-11,371.37,371.37,371.37,371.37,2.29
2009-02-12,377.71,377.71,377.71,377.71,1.71
2009-02-13,370.04,370.04,370.04,370.04,-2.03
2009-02-16,369.06,369.06,369.06,369.06,-0.26
2009-02-17,382.06,382.06,382.06,382.06,3.52
2009-02-18,380.37,380.37,380.37,380.37,-0.44
2009-02-19,379.37,379.37,379.37,379.37,-0.26
2009-02-20,396.04,396.04,396.04,396.04,4.39
2009-02-23,406.04,406.04,406.04,406.04,2.52
2009-02-24,399.37,399.37,399.37,399.37,-1.64
2009-02-25,394.71,394.71,394.71,394.71,-1.17
2009-02-26,385.04,385.04,385.04,385.04,-2.45
2009-02-27,399.04,399.04,399.04,399.04,3.64
2009-03-02,433.37,433.37,433.37,433.37,8.6
2009-03-03,431.06,431.06,431.06,431.06,-0.53
2009-03-04,420.56,420.56,420.56,420.56,-2.44
2009-03-05,419.71,419.71,419.71,419.71,-0.2
2009-03-06,421.06,421.06,421.06,421.06,0.32
2009-03-09,414.04,414.04,414.04,414.04,-1.67
2009-03-10,387.37,387.37,387.37,387.37,-6.44
2009-03-11,384.04,384.04,384.04,384.04,-0.86
2009-03-12,375.71,375.71,375.71,375.71,-2.17
2009-03-13,367.71,367.71,367.71,367.71,-2.13
2009-03-16,360.04,360.04,360.04,360.04,-2.09
2009-03-17,363.04,363.04,363.04,363.04,0.83
2009-03-18,363.37,363.37,363.37,363.37,0.09
2009-03-19,357.37,357.37,357.37,357.37,-1.65
2009-03-20,359.04,359.04,359.04,359.04,0.47
2009-03-23,346.71,346.71,346.71,346.71,-3.43
2009-03-24,350.04,350.04,350.04,350.04,0.96
2009-03-25,343.37,343.37,343.37,343.37,-1.91
2009-03-26,321.04,321.04,321.04,321.04,-6.5
2009-03-27,323.71,323.71,323.71,323.71,0.83
2009-03-30,333.28,333.28,333.28,333.28,2.96
2009-03-31,327.28,327.28,327.28,327.28,-1.8
2009-04-01,318.04,318.04,318.04,318.04,-2.82
2009-04-02,305.28,305.28,305.28,305.28,-4.01
2009-04-03,286.03,286.03,286.03,286.03,-6.31
2009-04-06,288.03,288.03,288.03,288.03,0.7
2009-04-07,296.28,296.28,296.28,296.28,2.86
2009-04-08,289.53,289.53,289.53,289.53,-2.28
2009-04-09,283.03,283.03,283.03,283.03,-2.25
2009-04-10,271.06,271.06,271.06,271.06,-4.23
2009-04-13,272.53,272.53,272.53,272.53,0.54
2009-04-14,269.78,269.78,269.78,269.78,-1.01
2009-04-15,273.28,273.28,273.28,273.28,1.3
2009-04-16,274.03,274.03,274.03,274.03,0.27
2009-04-17,274.28,274.28,274.28,274.28,0.09
2009-04-20,293.28,293.28,293.28,293.28,6.93
2009-04-21,297.28,297.28,297.28,297.28,1.36
2009-04-22,295.04,295.04,295.04,295.04,-0.75
2009-04-23,292.28,292.28,292.28,292.28,-0.94
2009-04-24,282.28,282.28,282.28,282.28,-3.42
2009-04-27,290.28,290.28,290.28,290.28,2.83
2009-04-28,291.04,291.04,291.04,291.04,0.26
2009-04-29,279.04,279.04,279.04,279.04,-4.12
2009-04-30,273.78,273.78,273.78,273.78,-1.89
2009-05-01,274.28,274.28,274.28,274.28,0.18
2009-05-04,270.78,270.78,270.78,270.78,-1.28
2009-05-05,256.78,256.78,256.78,256.78,-5.17
2009-05-06,238.53,238.53,238.53,238.53,-7.11
2009-05-07,234.56,234.56,234.56,234.56,-1.66
2009-05-08,218.28,218.28,218.28,218.28,-6.94
2009-05-11,227.06,227.06,227.06,227.06,4.02
2009-05-12,228.03,228.03,228.03,228.03,0.43
2009-05-13,232.56,232.56,232.56,232.56,1.99
2009-05-14,231.78,231.78,231.78,231.78,-0.34
2009-05-15,225.71,225.71,225.71,225.71,-2.62
2009-05-18,214.04,214.04,214.04,214.04,-5.17
2009-05-19,207.04,207.04,207.04,207.04,-3.27
2009-05-20,195.06,195.06,195.06,195.06,-5.79
2009-05-21,204.04,204.04,204.04,204.04,4.6
2009-05-22,207.04,207.04,207.04,207.04,1.47
2009-05-25,207.56,207.56,207.56,207.56,0.25
2009-05-26,200.71,200.71,200.71,200.71,-3.3
2009-05-27,197.37,197.37,197.37,197.37,-1.66
2009-05-28,195.71,195.71,195.71,195.71,-0.84
2009-05-29,192.37,192.37,192.37,192.37,-1.71
2009-06-01,182.71,182.71,182.71,182.71,-5.02
2009-06-02,183.37,183.37,183.37,183.37,0.36
2009-06-03,188.37,188.37,188.37,188.37,2.73
2009-06-04,184.9,184.9,184.9,184.9,-1.84
2009-06-05,181.24,181.24,181.24,181.24,-1.98
2009-06-08,184.57,184.57,184.57,184.57,1.84
2009-06-09,182.4,182.4,182.4,182.4,-1.18
2009-06-10,181.57,181.57,181.57,181.57,-0.46
2009-06-11,179.9,179.9,179.9,179.9,-0.92
2009-06-12,179.24,179.24,179.24,179.24,-0.37
2009-06-15,184.4,184.4,184.4,184.4,2.88
2009-06-16,188.24,188.24,188.24,188.24,2.08
2009-06-17,194.4,194.4,194.4,194.4,3.27
2009-06-18,192.57,192.57,192.57,192.57,-0.94
2009-06-19,193.36,193.36,193.36,193.36,0.41
2009-06-22,203.74,203.74,203.74,203.74,5.37
2009-06-23,204.24,204.24,204.24,204.24,0.25
2009-06-24,192.57,192.57,192.57,192.57,-5.71
2009-06-25,188.9,188.9,188.9,188.9,-1.91
2009-06-26,186.24,186.24,186.24,186.24,-1.41
2009-06-29,179.57,179.57,179.57,179.57,-3.58
2009-06-30,181.74,181.74,181.74,181.74,1.21
2009-07-01,179.4,179.4,179.4,179.4,-1.29
2009-07-02,186.86,186.86,186.86,186.86,4.16
2009-07-03,186.86,186.86,186.86,186.86,0.0
2009-07-06,184.57,184.57,184.57,184.57,-1.23
2009-07-07,188.07,188.07,188.07,188.07,1.9
2009-07-08,193.9,193.9,193.9,193.9,3.1
2009-07-09,191.24,191.24,191.24,191.24,-1.37
2009-07-10,196.57,196.57,196.57,196.57,2.79
2009-07-13,190.24,190.24,190.24,190.24,-3.22
2009-07-14,185.24,185.24,185.24,185.24,-2.63
2009-07-15,180.24,180.24,180.24,180.24,-2.7
2009-07-16,180.4,180.4,180.4,180.4,0.09
2009-07-17,180.86,180.86,180.86,180.86,0.25
2009-07-20,177.07,177.07,177.07,177.07,-2.1
2009-07-21,164.61,164.61,164.61,164.61,-7.04
2009-07-22,158.72,158.72,158.72,158.72,-3.58
2009-07-23,147.72,147.72,147.72,147.72,-6.93
2009-07-24,146.11,146.11,146.11,146.11,-1.09
2009-07-27,140.11,140.11,140.11,140.11,-4.11
2009-07-28,142.61,142.61,142.61,142.61,1.78
2009-07-29,142.86,142.86,142.86,142.86,0.18
2009-07-30,134.18,134.18,134.18,134.18,-6.08
2009-07-31,132.68,132.68,132.68,132.68,-1.12
2009-08-03,118.43,118.43,118.43,118.43,-10.74
2009-08-04,114.93,114.93,114.93,114.93,-2.96
2009-08-05,117.68,117.68,117.68,117.68,2.39
2009-08-06,119.18,119.18,119.18,119.18,1.27
2009-08-07,115.93,115.93,115.93,115.93,-2.73
2009-08-10,117.93,117.93,117.93,117.93,1.73
2009-08-11,132.93,132.93,132.93,132.93,12.72
2009-08-12,131.18,131.18,131.18,131.18,-1.32
2009-08-13,128.93,128.93,128.93,128.93,-1.72
2009-08-14,135.43,135.43,135.43,135.43,5.04
2009-08-17,138.18,138.18,138.18,138.18,2.03
2009-08-18,132.18,132.18,132.18,132.18,-4.34
2009-08-19,137.18,137.18,137.18,137.18,3.78
2009-08-20,131.36,131.36,131.36,131.36,-4.24
2009-08-21,123.36,123.36,123.36,123.36,-6.09
2009-08-24,122.18,122.18,122.18,122.18,-0.96
2009-08-25,122.18,122.18,122.18,122.18,0.0
2009-08-26,130.18,130.18,130.18,130.18,6.55
2009-08-27,131.68,131.68,131.68,131.68,1.15
2009-08-28,131.18,131.18,131.18,131.18,-0.38
2009-08-31,137.68,137.68,137.68,137.68,4.96
2009-09-01,143.18,143.18,143.18,143.18,3.99
2009-09-02,141.18,141.18,141.18,141.18,-1.4
2009-09-03,135.18,135.18,135.18,135.18,-4.25
2009-09-04,131.18,131.18,131.18,131.18,-2.96
2009-09-07,131.36,131.36,131.36,131.36,0.14
2009-09-08,121.68,121.68,121.68,121.68,-7.37
2009-09-09,122.68,122.68,122.68,122.68,0.82
2009-09-10,124.68,124.68,124.68,124.68,1.63
2009-09-11,123.68,123.68,123.68,123.68,-0.8
2009-09-14,122.68,122.68,122.68,122.68,-0.81
2009-09-15,117.68,117.68,117.68,117.68,-4.08
2009-09-16,111.68,111.68,111.68,111.68,-5.1
2009-09-17,115.68,115.68,115.68,115.68,3.58
2009-09-18,115.18,115.18,115.18,115.18,-0.43
2009-09-21,121.22,121.22,121.22,121.22,5.24
2009-09-22,119.26,119.26,119.26,119.26,-1.62
2009-09-23,119.79,119.79,119.79,119.79,0.44
2009-09-24,123.16,123.16,123.16,123.16,2.81
2009-09-25,130.87,130.87,130.87,130.87,6.26
2009-09-28,129.42,129.42,129.42,129.42,-1.11
2009-09-29,127.31,127.31,127.31,127.31,-1.63
2009-09-30,124.62,124.62,124.62,124.62,-2.11
2009-10-01,128.63,128.63,128.63,128.63,3.22
2009-10-02,131.16,131.16,131.16,131.16,1.97
2009-10-05,119.59,119.59,119.59,119.59,-8.82
2009-10-06,113.37,113.37,113.37,113.37,-5.2
2009-10-07,117.87,117.87,117.87,117.87,3.97
2009-10-08,114.17,114.17,114.17,114.17,-3.14
2009-10-09,112.71,112.71,112.71,112.71,-1.28
2009-10-12,111.42,111.42,111.42,111.42,-1.14
2009-10-13,113.25,113.25,113.25,113.25,1.64
2009-10-14,109.32,109.32,109.32,109.32,-3.47
2009-10-15,113.3,113.3,113.3,113.3,3.64
2009-10-16,116.82,116.82,116.82,116.82,3.11
2009-10-19,112.87,112.87,112.87,112.87,-3.38
2009-10-20,118.39,118.39,118.39,118.39,4.89
2009-10-21,121.91,121.91,121.91,121.91,2.97
2009-10-22,124.43,124.43,124.43,124.43,2.07
2009-10-23,127.44,127.44,127.44,127.44,2.42
2009-10-26,133.5,133.5,133.5,133.5,4.76
2009-10-27,138.92,138.92,138.92,138.92,4.06
2009-10-28,143.42,143.42,143.42,143.42,3.24
2009-10-29,133.42,133.42,133.42,133.42,-6.97
2009-10-30,137.92,137.92,137.92,137.92,3.37
2009-11-02,135.42,135.42,135.42,135.42,-1.81
2009-11-03,139.92,139.92,139.92,139.92,3.32
2009-11-04,136.42,136.42,136.42,136.42,-2.5
2009-11-05,135.42,135.42,135.42,135.42,-0.73
2009-11-06,133.84,133.84,133.84,133.84,-1.17
2009-11-09,123.84,123.84,123.84,123.84,-7.47
2009-11-10,119.92,119.92,119.92,119.92,-3.17
2009-11-11,119.92,119.92,119.92,119.92,0.0
2009-11-12,122.42,122.42,122.42,122.42,2.08
2009-11-13,123.42,123.42,123.42,123.42,0.82
2009-11-16,118.42,118.42,118.42,118.42,-4.05
2009-11-17,121.42,121.42,121.42,121.42,2.53
2009-11-18,119.42,119.42,119.42,119.42,-1.65
2009-11-19,123.92,123.92,123.92,123.92,3.77
2009-11-20,121.42,121.42,121.42,121.42,-2.02
2009-11-23,118.42,118.42,118.42,118.42,-2.47
2009-11-24,119.92,119.92,119.92,119.92,1.27
2009-11-25,119.42,119.42,119.42,119.42,-0.42
2009-11-26,118.84,118.84,118.84,118.84,-0.49
2009-11-27,128.92,128.92,128.92,128.92,8.48
2009-11-30,129.42,129.42,129.42,129.42,0.39
2009-12-01,121.42,121.42,121.42,121.42,-6.18
2009-12-02,120.92,120.92,120.92,120.92,-0.41
2009-12-03,123.92,123.92,123.92,123.92,2.48
2009-12-04,122.92,122.92,122.92,122.92,-0.81
2009-12-07,122.92,122.92,122.92,122.92,0.0
